[1.0, 0.0]
[0.9826386073293505, 0.0]
[0.9718760592730887, 0.0]
[0.966426119967288, 0.0]
[0.9594709756909829, 0.0]
[0.9521656396525215, 0.0]
[0.9431294977099789, 0.0]
[0.9317246571950979, 0.0]
[0.9229777274227104, 0.0]
[0.9138491281880763, 0.0]
[0.9096263864224007, 0.0]
[0.8975659292026414, 0.0]
[0.8949260060487945, 0.0]
[0.8883676046274932, 0.0]
[0.8810290146590132, 0.0]
[0.874208110801729, 0.001339674908268636]
[0.8685324865022294, 0.0]
[0.8612074950641886, 0.0]
[0.8583149015157719, 0.0]
[0.8541819641182127, 0.0]
[0.8490253310745618, 0.0]
[0.8387136391349312, 0.0]
[0.8345323515087808, 0.0]
[0.8288050089000437, 0.0]
[0.8178013442445822, 0.0]
[0.8112470284743316, 0.0]
[0.806144109228454, 0.0]
[0.8028437047895223, 0.0]
[0.7982904454886423, 0.0]
[0.7914823334806116, 0.0]
[0.786072302451437, 0.0]
[0.776900205864266, 0.0]
[0.7729062970039979, 0.0]
[0.7667678634633522, 0.0]
[0.7619272378189167, 0.0]
[0.7567832878530744, 0.0]
[0.7504092626761207, 0.0]
[0.7452692959249664, 0.0]
[0.7425896554493988, 0.004057947568887371]
[0.7360380757476161, 0.0]
[0.7311601686427338, 0.0]
[0.7268418374701303, 0.0]
[0.7214777362676991, 0.0]
[0.7206006388180951, 0.0015368621712834505]
[0.7148376313409289, 0.00247493208846026]
[0.7091462972397253, 0.0]
[0.7014828901221625, 0.0]
[0.6971400803652368, 0.0]
[0.6917832055920492, 0.0]
[0.6864885499793992, 0.0]
[0.6817296117881849, 0.0]
[0.6770613877267204, 0.0]
[0.6760056630688402, 0.0]
[0.6718246133342172, 0.0]
[0.6631917249124255, 0.0]
[0.6597336777377248, 0.0]
[0.6567001496965602, 0.0]
[0.6552425250611279, 0.0]
[0.6519465057598064, 0.0]
[0.6488576342698781, 0.0]
[0.6438510047034476, 0.0]
[0.6429791055623253, 0.0]
[0.6392071563255755, 0.0]
[0.638988831671839, 0.0]
[0.6371670995476637, 0.004161909775658339]
[0.6305470498280492, 0.0]
[0.6290560999658694, 0.0]
[0.6266143708200133, 0.0]
[0.623952437923984, 0.0]
[0.6207520305106591, 0.0]
[0.6187886770568048, 0.0]
[0.6152382076445754, 0.0]
[0.6141161744157764, 0.0]
[0.6114874731688891, 0.0]
[0.6098991496922327, 0.0]
[0.6052784788748179, 0.0]
[0.6020651136270608, 0.0]
[0.6014730306696262, 0.0]
[0.5983638129681429, 0.0]
[0.5971727804287243, 4.626004324265742E-4]
[0.5948567043155268, 0.0]
[0.590168537058339, 0.0]
[0.5858047979355875, 0.0]
[0.5825351348684308, 0.0]
[0.579551270288731, 0.0]
[0.5766045839175046, 0.0]
[0.5741525606338556, 5.031207273732698E-4]
[0.57008879702771, 0.0]
[0.5671947940061749, 0.0]
[0.563984153902522, 0.0]
[0.5623384428934465, 0.0]
[0.5556046550743988, 0.0]
[0.5533056327517849, 0.0]
[0.5486027729750398, 0.0]
[0.5440230686713263, 0.0]
[0.5418602835701654, 0.0]
[0.5386390809441907, 0.0]
[0.5372671992206093, 0.0]
[0.5346297515200724, 0.0]
[0.5317137083124369, 0.0]
[0.5293561687774879, 0.0]
[0.5277598728007099, 0.0]
[0.5261495863362278, 0.0]
[0.5237085660746714, 0.0]
[0.5232084802722676, 0.0]
[0.5194389320034701, 0.0]
[0.517582461814464, 0.0]
[0.5154101605537443, 0.0]
[0.5133677982556988, 0.0]
[0.5129869845843046, 0.0]
[0.5106555317581557, 0.0]
[0.5092021425150736, 0.0]
[0.5081129939559766, 0.0]
[0.5055806131569764, 0.0]
[0.5016455786983659, 0.0]
[0.4976962669906356, 0.0]
[0.49420586742629335, 0.0]
[0.49205128599683223, 0.0]
[0.4898299621560267, 0.0]
[0.4875146180777613, 0.0]
[0.48494472726590415, 0.0]
[0.48450987842101684, 0.0]
[0.4813146305801953, 0.0]
[0.47925769218194475, 0.0]
[0.47794698258113655, 0.0]
[0.476039821338323, 0.0]
[0.47428993021746524, 0.0]
[0.4730135871562343, 0.0]
[0.47162254206420484, 0.0]
[0.4683071152341208, 0.0]
[0.4666667880466442, 0.0]
[0.46582554586546676, 0.0]
[0.46280641295563985, 0.0]
[0.461771595121686, 0.0]
[0.4608175834859504, 0.0]
[0.45809808680786296, 0.0]
[0.4567783499765027, 0.0]
[0.4560092065272413, 0.0]
[0.45435008672955507, 0.0]
[0.4524535135358012, 0.0]
[0.4510743910687311, 0.0]
[0.45031445448786017, 6.306113937341111E-4]
[0.44888371910620023, 0.0]
[0.44742155103773773, 0.0]
[0.44407272696844863, 0.0]
[0.44179657316754145, 0.0]
[0.4399995128865088, 0.0]
[0.438140333377446, 0.0]
[0.43657547671235636, 0.0]
[0.4361057664964935, 0.0]
[0.43327848713663164, 0.0]
[0.431418687247007, 0.0]
[0.43044081866280076, 0.0]
[0.4291568045440222, 0.0]
[0.42712778508089233, 0.0]
[0.423751156719125, 0.0]
[0.4219866681290372, 0.0]
[0.4206849136569801, 0.0]
[0.4197175202383408, 0.0]
[0.41816391941633774, 0.0]
[0.41536809290046356, 0.0]
[0.4135853324726463, 0.0]
[0.41218514932367256, 0.0]
[0.41196652941999723, 0.0]
[0.41042735324199425, 0.0]
[0.40865543471906307, 0.0]
[0.40760942006708817, 0.0]
[0.4062555338765709, 0.0]
[0.4049223890191611, 0.0]
[0.4023936062914448, 0.0]
[0.4003180967727561, 0.0]
[0.3982393966684492, 0.0]
[0.3973266172004486, 0.0]
[0.396221378970788, 0.0]
[0.3944630462175204, 0.0]
[0.3936626161543685, 0.0]
[0.3927489803663402, 0.0]
[0.39098415765239436, 0.0]
[0.3896523580344219, 0.0]
[0.3889975276893882, 0.0]
[0.38782893687996406, 0.0]
[0.3863847378733477, 0.0]
[0.38300707608289314, 0.0]
[0.38013838140900374, 0.0]
[0.37894352239060913, 0.0]
[0.37696512840331864, 0.0]
[0.37688634286915135, 0.0]
[0.37553454790779567, 0.0]
[0.3736826242750618, 0.0]
[0.37366244280256433, 0.003214341319090599]
[0.3713163292633755, 0.0]
[0.37025088621912494, 0.0]
[0.36870254387436374, 0.0]
