[1.0, 1.0]
[0.33105143929371295, 3.0206786055166117]
[0.33093715094815396, 3.021721789575279]
[0.329771749101155, 3.0324004488730707]
[0.3287840099750848, 3.041510443515121]
[0.3272557220632459, 3.0557143315793227]
[0.32638944896840527, 3.0638245297469795]
[0.3248604019264468, 3.0782452834199683]
[0.3220552957332733, 3.1050568434937382]
[0.32118993589800193, 3.1134225834447165]
[0.31994668057858733, 3.125520784249467]
[0.3190753223931353, 3.1340562237774434]
[0.31897001597375807, 3.135090917392909]
[0.317878736598805, 3.145853701004546]
[0.31711748492729486, 3.15340543341301]
[0.31640258485935296, 3.1605304376527745]
[0.3131287802185767, 3.1935742198528]
[0.31146041971325866, 3.2106808336052297]
[0.31012635998259835, 3.2244921072046617]
[0.3088814111745672, 3.2374884464473026]
[0.30825609691387723, 3.244055867869459]
[0.30744198419097885, 3.252646194798214]
[0.30721159873934234, 3.2550854333089907]
[0.3064063754338559, 3.263639663450379]
[0.30540697935015293, 3.274319408573461]
[0.3046678788738931, 3.2822626516985594]
[0.3042602732582283, 3.2866597708971734]
[0.3035457732936518, 3.2943960614223236]
[0.3026657140767256, 3.3039751563882143]
[0.30209928247288, 3.3101700600357167]
[0.30079384965455414, 3.3245360606556527]
[0.29923864167175335, 3.341814394067927]
[0.2984843581660104, 3.3502593105526226]
[0.2983422360134778, 3.351855283255383]
[0.2975844635984803, 3.360390485133871]
[0.29652100173090457, 3.3724424042905023]
[0.2958132167185887, 3.3805115643339025]
[0.29547535763639826, 3.3843769849347822]
[0.29467537766921587, 3.393564837040906]
[0.2941539804656031, 3.3995800376970764]
[0.29324773271594995, 3.4100860413766103]
[0.29264877976898146, 3.417065332681057]
[0.2917020845039666, 3.428155138831042]
[0.29109377663614117, 3.435319063004123]
[0.29044526139885085, 3.442989550539648]
[0.2896915085500428, 3.4519479186848687]
[0.2892389611157689, 3.4573488859951564]
[0.28842467967057606, 3.4671096840331033]
[0.2880245538169882, 3.471926218607749]
[0.2874416911713292, 3.4789664502911353]
[0.2867579741358365, 3.487261349971397]
[0.28597571746856776, 3.4968003886900374]
[0.2845533352154215, 3.514279666562153]
[0.28310458243437264, 3.5322635592866574]
[0.2825207816883565, 3.5395626262392326]
[0.28155726933020336, 3.551675303496515]
[0.2807015532472381, 3.5625025527351237]
[0.2792490584636763, 3.581032664896438]
[0.27860162263398097, 3.589354543400388]
[0.2775076377766149, 3.603504422479965]
[0.2774997977133395, 3.6072646668884194]
[0.2767536323252537, 3.6133220424176895]
[0.27627057923761833, 3.619639857271618]
[0.2760480872497626, 3.622557250669231]
[0.27538005631957785, 3.6313450340772047]
[0.27512653124632075, 3.6346912653970844]
[0.27438386152154054, 3.6445292170417787]
[0.27349355257836433, 3.656393324714553]
[0.27258955511360883, 3.6685191389054648]
[0.27213073335983096, 3.6747043880476653]
[0.2713067382093242, 3.6858649608195844]
[0.2702519008856377, 3.7002514939688407]
[0.26994262809974473, 3.704490865483078]
[0.26929484898506295, 3.713401885587003]
[0.26854859623911387, 3.723720823733544]
[0.2680990265602483, 3.7299650536973354]
[0.2676245974701969, 3.744538146385021]
[0.26702895090007917, 3.7449122899568845]
[0.2662544148341335, 3.755806267561657]
[0.26569294228526075, 3.7637431818808036]
[0.265004965538656, 3.7735141979976636]
[0.26333862875998093, 3.79739199185793]
[0.26215712683469106, 3.814506254604217]
[0.2615666475550829, 3.8231173941601693]
[0.2608272970047678, 3.833954541888767]
[0.26071511035134726, 3.835604306372465]
[0.26010492910068195, 3.844602266698752]
[0.2592974769916344, 3.8565743546832216]
[0.2586720923556943, 3.8658982918996996]
[0.2579554574794405, 3.876638276124481]
[0.25747176908969555, 3.883920957763838]
[0.25701824252140165, 3.890774406477124]
[0.2567564365975219, 3.8947416985987706]
[0.2561468932691321, 3.9040098719811747]
[0.25599322396764973, 3.9063533967851103]
[0.25538810450621763, 3.9156091546764045]
[0.2541359254292444, 3.934902152503489]
[0.2534629266295633, 3.9453501673698512]
[0.25303393331851826, 3.9520391075026424]
[0.2526020029917842, 3.9587967955761805]
[0.25189343390000446, 3.9699327787836487]
[0.251251740130238, 3.9800719369411866]
[0.2507188252442715, 3.98853177070256]
[0.2501440674401705, 3.997696248539575]
[0.2494863917810577, 4.008234649036779]
[0.2490774536619153, 4.014815413029505]
[0.24806163237302806, 4.031256226260046]
[0.24785387884680085, 4.034635264345017]
[0.24748133623520527, 4.040708746818806]
[0.2471518405459919, 4.046095702912285]
[0.24673108958299872, 4.052995517063149]
[0.24638127428246864, 4.058750012200726]
[0.24591389713449627, 4.0664639601603145]
[0.24493405776357144, 4.08273152835803]
[0.24469848650703818, 4.086661974393689]
[0.2439435804164037, 4.099308529837239]
[0.24391354641437757, 4.099813293276993]
[0.24328273563855268, 4.110443749225629]
[0.24272174035514812, 4.11994409127427]
[0.2423748553591811, 4.1258405230116635]
[0.2418782433532846, 4.134311487203136]
[0.24156716560057462, 4.13963544057753]
[0.24113675085296582, 4.147024443444352]
[0.2403455759778282, 4.160675710096073]
[0.23957838935768067, 4.173999176975187]
[0.23920641666612139, 4.180489862844174]
[0.23873666180390823, 4.188715685491878]
[0.23826739865796412, 4.196965282000299]
[0.23788478310905595, 4.203715710313256]
[0.23754966347390913, 4.209646039384237]
[0.23709149572273291, 4.217780975026839]
[0.2363484997167798, 4.231040185143193]
[0.2360175015493664, 4.236973925388478]
[0.23543551512663935, 4.247447541897432]
[0.23501784692603842, 4.25499600596165]
[0.23442027414209532, 4.265842635240004]
[0.23434018252595845, 4.267300593611288]
[0.23387721830320318, 4.275747793030357]
[0.23352805614975924, 4.282140726417514]
[0.23326636522766886, 4.2869446652713785]
[0.23237185557246387, 4.303447151706182]
[0.23220214631974856, 4.306592406010638]
[0.23168331795391925, 4.316236528513872]
[0.23125862164007868, 4.3241631075547895]
[0.23102171074781455, 4.328597501780295]
[0.2305565348013059, 4.337330975510202]
[0.2294883160903244, 4.357520317532896]
[0.2287421798342061, 4.371734153818097]
[0.2286221181421206, 4.374029985053153]
[0.2281614058291992, 4.382862195145293]
[0.22789153060178685, 4.388052497428613]
[0.2275279007494915, 4.395065381897938]
[0.2271372829254188, 4.40262376621082]
[0.22648216855657916, 4.415358641138155]
[0.22609593717275725, 4.4229012361062985]
[0.2256477542252734, 4.4316860295523215]
[0.22538941783462033, 4.436765530552774]
[0.22476649416060956, 4.44906169727165]
[0.22444120541551027, 4.455509843429551]
[0.22391141437610315, 4.466051910691358]
[0.22312518732714903, 4.481788954349591]
[0.22307037785288403, 4.482890151643105]
[0.22254278485573536, 4.493517957224521]
[0.2220910591102982, 4.5026576216351195]
[0.22192131895797648, 4.50610155299844]
[0.2215054363295288, 4.51456188421634]
[0.22045210283012998, 4.536132734331652]
[0.21994564401703426, 4.546577880499203]
[0.21961384036987752, 4.5534470792723365]
[0.21919037098385472, 4.562244205853635]
[0.21885054536679868, 4.569328343797254]
[0.21855187269803195, 4.575572781211886]
[0.21793132348225003, 4.588601509968105]
[0.21762389868292292, 4.595083564130958]
[0.21732542956292342, 4.601394332964907]
[0.2167368824627573, 4.613889378850107]
[0.2163352210738762, 4.622455812031229]
[0.2159822480789347, 4.630010146178919]
[0.21549736146467224, 4.640428046094365]
[0.21495825733486212, 4.6520659982937955]
[0.21463251441898304, 4.6591263337105815]
[0.2142801076408716, 4.666788770126886]
[0.2140236955592461, 4.672379838068816]
[0.21378108081373254, 4.679781281171703]
[0.2133633690848306, 4.686840127662272]
[0.21314069581526102, 4.691736583551115]
[0.21293274743581786, 4.696318495122127]
[0.21256378810088328, 4.704470168387278]
[0.21204956683286053, 4.715878532250007]
[0.211536623712901, 4.727313797714797]
[0.21135741569997088, 4.731322043696514]
[0.21107227121650673, 4.739706460648979]
[0.21038426055807935, 4.7532072853137075]
[0.21006995517867746, 4.760319004921186]
[0.20974399293980578, 4.767716996247845]
[0.20962656654806575, 4.7703877255019]
[0.20933687252508446, 4.776989299293997]
[0.2091765893343804, 4.780649704549128]
[0.20877531562809484, 4.789838286157189]
[0.2084285079141496, 4.797808178965105]
[0.20783157976951883, 4.811588311598173]
[0.20742529912602697, 4.821012693309037]
[0.20727666839339431, 4.824469670180539]
[0.20655596439437185, 4.841302951149483]
[0.20632226231927286, 4.846786714913742]
[0.20586005477109598, 4.857668968911622]
[0.20547881565141424, 4.866681739573854]
[0.20512676806116584, 4.875034153035622]
[0.20448111466287625, 4.890427175383307]
[0.20414708830327064, 4.898428913737189]
[0.20397158933588025, 4.902643565488422]
[0.20368995444744314, 4.909422277169902]
[0.20355482166588176, 4.912681467410369]
[0.20324994329968074, 4.920050573030447]
[0.2027298888114765, 4.932671772586649]
[0.20249433060285105, 4.938409865712657]
[0.20219933669173257, 4.945614641281301]
[0.2017804997629126, 4.955880281667341]
[0.20144673614013364, 4.964091348218041]
[0.2010757599872961, 4.973249883840696]
[0.2007135089855881, 4.982225686023971]
[0.2000194701858004, 4.999513292736394]
[0.19975531919444195, 5.006124512892693]
[0.1993067474974934, 5.017391596401304]
[0.19882628911727432, 5.029515988251267]
[0.19870618958847688, 5.032555865879232]
[0.19839482606585454, 5.04045402710282]
[0.19795773898471591, 5.051583257763966]
[0.19751105293849847, 5.063007791829163]
[0.19715771513855068, 5.072081502350844]
[0.1969876760351027, 5.076459706148331]
[0.19665580827244555, 5.085026518080804]
[0.19626504702083458, 5.095150742219753]
[0.19592764840781274, 5.103924883120908]
[0.19543793303401708, 5.116713958625137]
[0.19520436798004384, 5.122836186238579]
[0.19465656754779098, 5.13725281709021]
[0.19423012717612292, 5.148531870615651]
[0.19398617837321533, 5.155006446263777]
[0.19356593931289517, 5.166198162495529]
[0.19334021694769002, 5.172229636374926]
[0.19310697096605775, 5.178476960190987]
[0.19273467618813245, 5.188479934061676]
[0.19239314563320906, 5.197690368379681]
[0.19202304570995063, 5.207708253469183]
[0.1916796177490213, 5.217038784527239]
[0.19137802436685242, 5.225260336490362]
[0.1908284349503866, 5.240309182748313]
[0.19028745678272027, 5.255207131922783]
[0.19018626950542958, 5.258003128198754]
[0.18979765201202312, 5.268769078010791]
[0.18905375499786914, 5.289500861864771]
[0.18866686116855105, 5.300347892609613]
[0.1886113309842131, 5.3019083995738345]
[0.18831360800812078, 5.310290693155198]
[0.1878593016657981, 5.323132744201302]
[0.18689599723019876, 5.350569379869092]
[0.18646787826467812, 5.362853963407949]
[0.18608073463188163, 5.374011457866782]
[0.18581600357775843, 5.381667782891101]
[0.1851568902289956, 5.400825207008148]
[0.184304098644231, 5.425815309350971]
[0.18387452240331661, 5.438491352306907]
[0.18357489839691632, 5.447367852209569]
[0.18305285592069642, 5.4629030231204245]
[0.18251021395394962, 5.4791454041707315]
[0.1823093925034584, 5.485180912887031]
[0.18198207837129818, 5.495046594421782]
[0.18172554133164343, 5.502803803319156]
[0.1814648548972128, 5.510708950041209]
[0.18126489047801708, 5.516788151102406]
[0.18101405242467408, 5.524432974153391]
[0.18095509677080657, 5.52623284917239]
[0.18046307610324686, 5.54129975833881]
[0.180281195805557, 5.5468902096619885]
[0.18005296190777575, 5.55392140959173]
[0.1797929790674278, 5.56195244768134]
[0.17932238670066045, 5.576548574881961]
[0.17855094264912175, 5.600642512233294]
[0.17843137895868003, 5.604395403072985]
[0.1780104333694762, 5.617648252810063]
[0.17774638028261766, 5.625993611852994]
[0.17755495269491883, 5.632059172791621]
[0.17711398811858703, 5.646081433898083]
[0.17700845429435, 5.649447671787954]
[0.17676162890343186, 5.657336415169145]
[0.17639631822517576, 5.669052563350369]
[0.17615066234148763, 5.67695850079399]
[0.1755513670439261, 5.696338438365918]
[0.17516842642120825, 5.7087913640064905]
[0.17496863905546994, 5.715309928672258]
[0.17456668051774704, 5.728470043848583]
[0.1743758373329802, 5.734739487389215]
[0.17411803761225195, 5.743230360928639]
[0.1738291028304787, 5.752776627830946]
[0.17364201412491923, 5.758974894639228]
[0.17326469168764835, 5.771516344499909]
[0.1728920574063297, 5.783955694678368]
[0.17266510657235107, 5.791558119943445]
[0.17243501483941284, 5.799286188662383]
[0.17191566787470686, 5.816805485866511]
[0.17166517834254671, 5.825293222860637]
[0.1715959848370506, 5.827642184924144]
[0.17126769168986117, 5.838812855671825]
[0.17106678691863736, 5.845670091854938]
[0.17067335960913746, 5.859145225066879]
[0.17044146277213879, 5.86711697808466]
[0.17013018588106463, 5.877851686467236]
[0.16978786023013437, 5.889702589128439]
[0.16958101439069173, 5.89688653292364]
[0.16915506600288777, 5.911735448602694]
[0.16891326401365234, 5.920198190706773]
[0.1686210445247295, 5.930457866742384]
[0.16854154420234307, 5.933255238242311]
[0.16836072218462203, 5.939627646069455]
[0.1679156541938401, 5.955370896185833]
[0.1676328313137851, 5.965418541002512]
[0.16743687623484965, 5.972400002239554]
[0.1670319304429927, 5.986879259240172]
[0.16697929333152622, 5.988766511393522]
[0.1666630405566302, 6.000130542801489]
[0.16640509907799736, 6.009431234623888]
[0.1660357866984646, 6.022797975571898]
[0.1657367859757907, 6.033663523232982]
[0.16525064686185595, 6.051413528420054]
[0.1650201821228536, 6.0598648428076745]
[0.16466232240957396, 6.0730347135068525]
[0.1643209957779303, 6.0856495864438305]
[0.16408408110465567, 6.094436421057706]
[0.1638395244533592, 6.103533340544294]
[0.16362150348831178, 6.111666123832156]
[0.163292188102018, 6.123991671758618]
[0.1631639568385524, 6.12880454345368]
[0.1626551482870881, 6.147976320030087]
[0.16241500123256097, 6.157066726663423]
[0.16207567406084888, 6.169957372039464]
[0.16199653249823198, 6.172971634506522]
[0.16180630531728077, 6.180228873276182]
[0.16168992442175512, 6.1846772677781745]
[0.16126128951965263, 6.201116231791833]
[0.1610997756743732, 6.207333286554502]
[0.16066449696305493, 6.224150443330063]
[0.1603315261450213, 6.237076537869982]
[0.1600861518911278, 6.246636502825585]
[0.1598083103266043, 6.25749685955802]
[0.1591459341433224, 6.283540986346706]
[0.1590892854891012, 6.285778435207741]
[0.1587867910072774, 6.297753066589579]
[0.15853309988630462, 6.307830987454174]
[0.15840430040587405, 6.312959922412039]
[0.1581404858191649, 6.3234913869147285]
[0.15793707672266483, 6.331635488961121]
[0.1578070082684277, 6.336854180132563]
[0.1576301498833788, 6.343964024267189]
[0.15743485120391956, 6.351833741721754]
[0.1572431700447659, 6.359576697132905]
[0.1570364514617036, 6.367948273741205]
[0.1565904116186445, 6.386087051328336]
[0.15629980692501622, 6.397960558452534]
[0.15621651324787222, 6.401371911388636]
[0.15585617061077525, 6.416172013473454]
[0.15570677295871274, 6.422328207040553]
[0.15558178403273942, 6.4274876793389115]
[0.15536420135185613, 6.436489173817344]
[0.1551716932909312, 6.444474367661255]
[0.15477769388565238, 6.460879309513334]
[0.15455416008901005, 6.470223767668791]
[0.154172140093359, 6.486256202932966]
[0.1539911924284929, 6.4938778915187525]
[0.15384019311089364, 6.500251850822648]
[0.15353675560168825, 6.513098417907459]
[0.15333860967391624, 6.521514719134078]
[0.15324270291807662, 6.525596201044554]
[0.15303237013278487, 6.534565197757237]
[0.15285361672158793, 6.542206991552116]
[0.15278823152182228, 6.545006706600783]
[0.15255772000451473, 6.554896074550711]
[0.1523876094459393, 6.562213316659173]
[0.1521927439414502, 6.570615484695566]
[0.15193633678299986, 6.581704029288469]
[0.15182889851112574, 6.586361422668965]
[0.151595176195499, 6.596515965062026]
[0.15142793091669857, 6.603801517634855]
[0.15127993575911036, 6.610261929198222]
[0.15107636256014326, 6.619169160906304]
[0.15093698220478052, 6.625281527381218]
[0.15074108549497062, 6.6338914617499185]
[0.15066693266896672, 6.637156423680037]
[0.15042288453034341, 6.647924636748202]
[0.1499320388316555, 6.6696885321676]
[0.14983178671616468, 6.674151205941099]
[0.14956515272977478, 6.6860494022076065]
[0.14936634284144634, 6.694948681052656]
[0.1490730334050691, 6.708121362786972]
[0.14887166951838274, 6.717194770738563]
[0.1487233394899421, 6.723894201337701]
[0.1485297827830303, 6.732656449520177]
[0.1484833070385053, 6.7347637922738075]
[0.14828480948086611, 6.743779106578241]
[0.1480901331240994, 6.752644345062482]
[0.1479595639322644, 6.75860331987595]
[0.14772640788506883, 6.769270398681868]
[0.14756082501959117, 6.776866420116812]
[0.1472421568788928, 6.791533221171865]
[0.14704607211575926, 6.800589676497912]
[0.146910388826924, 6.8068705554792714]
[0.14671895556044037, 6.815751899133806]
[0.14661824504994025, 6.820433566500443]
[0.14646078163836657, 6.827766374135218]
[0.14636484103964495, 6.8322419024739425]
[0.1460225517469217, 6.84825725914683]
[0.14586889809410733, 6.855470995296406]
[0.14573101473250502, 6.86195729739163]
[0.1454920649868934, 6.8732270731746405]
[0.14532446624549633, 6.8811537784057775]
[0.14521487687096496, 6.88634678173215]
[0.1448896463626596, 6.9018044084184895]
[0.14474320058885032, 6.908787396794864]
[0.14467299544783513, 6.912140008607003]
[0.14450688423579258, 6.920085539788507]
[0.14436451829578895, 6.926909823860574]
[0.14423547653448704, 6.933107055398383]
[0.144002931270309, 6.94430308590658]
[0.14384936805028897, 6.9517163234975445]
[0.14362486483221398, 6.962582705774686]
[0.14344479906077034, 6.971322812312981]
[0.1434350893237121, 6.971794731086657]
[0.143227342265613, 6.981907114812719]
[0.143137367187392, 6.986295889394305]
[0.1430191043058898, 6.992072876230551]
[0.14280065621210222, 7.002768940464091]
[0.14253551903345568, 7.015795127986883]
[0.14245626171281625, 7.019698453241341]
[0.14215059399519703, 7.034792974792549]
[0.14198834662587675, 7.042831498241803]
[0.14166604309796668, 7.058854600099669]
[0.1414892035988039, 7.06767707051009]
[0.1413056262426888, 7.076859050767911]
[0.14113990589235623, 7.085168391444687]
[0.140949634043398, 7.0947328582073705]
[0.14088141583216832, 7.0981683005748435]
[0.1406694927001851, 7.108861920269683]
[0.14052740915488257, 7.116049502469998]
[0.14047340948739875, 7.118784997453241]
[0.14027032339251402, 7.129091712448195]
[0.14009183590152186, 7.138174709216847]
[0.140037691183856, 7.140934640853914]
[0.1398535600683067, 7.150336391233688]
[0.1395987846461532, 7.163386146482158]
[0.13942452073797124, 7.172339518952762]
[0.13926107036224677, 7.180757676203362]
[0.13909717376309902, 7.189218680338775]
[0.13895017994867737, 7.19682407298328]
[0.13877660552991705, 7.205825478880321]
[0.1387725857338646, 7.206034208498361]
[0.13858898597010458, 7.215580610537931]
[0.13828227175632185, 7.231584984098173]
[0.13811277065992456, 7.240460061888865]
[0.13800219420888257, 7.246261595568417]
[0.1379043149108132, 7.251404719618306]
[0.13760298262279133, 7.267701083241774]
[0.13747265732149408, 7.274173784692298]
[0.13730567241123076, 7.283020303815257]
[0.1371173414858781, 7.293023545843699]
[0.13689888111345203, 7.304661600347715]
